city,event_url
Nashville,https://patch.com/tennessee/nashville/calendar/event/20260509/165412e4-e5b3-4a45-97de-943d8d2f9c70/mother-me-ice-cream-cocktail-mixology-class
Nashville,https://patch.com/tennessee/nashville/calendar/event/20260509/33680906-3fbd-484f-b741-61d35f387b3c/songwriter-session-caroline-jones
Nashville,https://patch.com/tennessee/nashville/calendar/event/20260509/c4211e19-84fb-46b5-8270-872d977791fa/book-talk-and-performance-won-t-back-down-with-erin-osmon-and-stephen-wilson-jr
Nashville,https://patch.com/tennessee/nashville/calendar/event/20260509/87c2317b-1c8c-49f0-a8fd-19c8d30780bb/nashville-soccer-club-vs-d-c-united
Nashville,https://patch.com/tennessee/nashville/calendar/event/20260510/2223d3a5-468e-475a-a0c6-757c7ee33036/momma-mia-boozy-disco-brunch
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260412/8e780abf-cba0-43bd-a8ef-60e7ff6b95d2/3180-presidential-dr-atlanta-ga-30340
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260412/3dbaba9f-3e2f-465d-a005-a1743ee6c513/health-care-matters-a-non-partisan-community-discussion-on-healthcare
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260412/502cb854-bed3-451b-b11b-9a10c1e23be2/pet-supplies-plus-buford-dog-adoption-event
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260412/447e659e-561c-473f-8d0b-66bf9f260416/adopt-shop-dog-adoption-event
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260412/9c983759-956e-4944-9ed3-72e6e007073e/the-nook-dog-adoption-event
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260412/0500f197-f326-42c6-b84f-9d7a315f3cdc/opera-countertenor-john-holiday
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260414/fad5b028-90e0-4fca-921b-af2145507c5f/ben-jerrys-free-cone-day
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260414/e0f3179d-212e-44b4-9b4c-a0075989b190/ga-20-with-jontavious-willis
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260415/85f89568-6050-4753-97d8-18290592bcca/spring-homeschool-academy-at-zoo-atlanta-k-12
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260415/1f16e070-4bd1-4ecf-937f-8221d91bfea1/sushi-making-with-chef-jennifer-at-a-local-wine-bar-cooking-class-by-classpop
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260415/0bc3b7ad-de42-4230-b104-d0224f30375a/sushi-making-with-chef-jennifer-at-a-local-wine-bar-cooking-class-by-classpop
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260415/56592023-d71c-45ef-8d87-576962775ce0/sushi-making-with-chef-jennifer-at-a-local-wine-bar-cooking-class-by-classpop
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260415/5a88ca62-9291-46f7-9733-0a4f0684f4b3/sushi-making-with-chef-jennifer-at-a-local-wine-bar-cooking-class-by-classpop
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260416/9ce0f410-c4ec-47f0-b5d1-7a80352e9d7d/adventure-cubs
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260416/8439e6ad-727a-4207-8ace-a887adbdf4e5/mutts-putts-dog-adoption-event
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260416/86cbab74-a764-4e09-b0a0-0897935c68ba/sip-sculpt
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260417/bd042384-10b1-4b88-92f9-60b13b3537d0/georgia-tech-track-field
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260417/822f910b-eb5f-4128-bff7-4d390613d619/new-incommunity-exhibit-at-woodruff-arts-center-celebrates-individual-artists
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260417/051c6a8f-f604-4144-b828-eb1e093ec62d/sigma-chi-psi-sorority-inc-announces-5-year-anniversary-celebration-in-atlanta-ga
Atlanta,https://patch.com/georgia/atlanta/calendar/event/20260417/e95058ef-6c02-4416-96c4-045f0fbf9898/alliance-theatres-bernhardt-theatre-for-the-very-young
Orlando,https://patch.com/florida/orlando/calendar/event/20260417/cd04ec38-2aeb-40e0-bf61-24e9cd2b7a5c/history-after-dark-90s-night
Orlando,https://patch.com/florida/orlando/calendar/event/20260417/275e156a-e8c6-4308-9f22-f51880cfd39d/harbor-nights-primavera
Orlando,https://patch.com/florida/orlando/calendar/event/20260417/7282d729-7f0b-4fe9-8536-df0e6b119ed9/the-jazz-room-a-tribute-to-frank-sinatra-louis-armstrong
Orlando,https://patch.com/florida/orlando/calendar/event/20260418/91381c63-205f-40d9-a39a-58e1ad8566f7/adventhealth-elevate-5k-corporate-challenge-presented-by-integrity-roofing
Orlando,https://patch.com/florida/orlando/calendar/event/20260418/6ae1aef7-42d3-463b-8c14-46fabfdcde7d/rock-mineral-gem-jewelry-fossil-show
