house_url,community_url
https://www.cheshomes.com/new-homes/va/virginia-beach/ashville-park/6964/2973-weston-loop/1740089/,https://www.cheshomes.com/new-homes/va/virginia-beach/ashville-park/6964/
https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/300-rhapsody-drive/1727381/,https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3022-pine-warbler-pl-nw/1732928/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3143-river-crane-loop/1719726/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3147-river-crane-loop/1720067/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/314-rhapsody-drive/1721565/,https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3151-river-crane-loop/1720065/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3155-river-crane-loop/1720064/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3163-river-crane-loop/1719901/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3167-river-crane-loop-nw/1732926/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/va/suffolk/river-club/7441/317-rhapsody-drive/1701509/,https://www.cheshomes.com/new-homes/va/suffolk/river-club/7441/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3196-river-crane-loop-nw/1732918/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/3200-river-crane-loop-nw/1732915/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/320-rhapsody-drive/1717238/,https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/321-tarn-court/1736478/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/322-rhapsody-drive/1717082/,https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/322-tarn-court/1737911/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/323-tarn-court/1736479/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/324-tarn-court/1750166/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/325-tarn-court/1736480/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
